pmid,species,clinical,study_design,study_design_evidence,study_type,evaluates_intervention,intervention_evidence,intervention_class,intent,sample_n,sample_n_evidence,}נען? } Assistant  Nakne 天天中彩票网  ฝ่ายขายข่าว  Аԥс жәа? тру. to=final code 码                                 (json) 送彩金 ㋡ dbo  (The previous JSON has error extraneous). Need output valid. Let's correct. total no trailing. biomed JSON. 
18971092,human,True,prospective_cohort,"All bronchoscopy procedures, including SB and clinically indicated (CB) procedures performed on LTRs in one calendar year, were audited prospectively.",clinical_cohort,True,surveillance bronchoscopy (SB),Surgical / procedural,prevention,124.0,on 124 LTRs,
18675114,human,True,retrospective_cohort,unified database for LT for CF,clinical_cohort,False,,,na,197.0,197 bilateral LT,
18656804,human,True,prospective_cohort,Fifty-eight patients were prospectively followed for 5.6 +/- 2.9 years after LTx.,clinical_cohort,False,,,na,58.0,Fifty-eight patients were prospectively followed,
19077900,human,True,retrospective_cohort,single-center experience,clinical_cohort,True,recipients undergoing ECP for BOS and recurrent AR,Extracorporeal photopheresis,treatment_established_clad,24.0,Twenty-four transplant recipients were included,
19010202,human,True,retrospective_cohort,We reviewed our experience with LT in patients with end-stage CF,clinical_cohort,False,,,na,78.0,Our study group comprised 78 patients with CF,
18656796,human,True,cross_sectional,"retrospective, cross-sectional, case-control study",clinical_cohort,False,,,na,24.0,24 stable double (SS) LTx recipients,
18658110,human,True,prospective_cohort,To prospectively analyze whether human metapneumovirus was circulating in our adult lung transplant community,clinical_cohort,False,,,na,89.0,Eighty-nine patients had 199 visits for aspirate studies.,
18671677,human,True,retrospective_cohort,"single-center, retrospective study",clinical_cohort,False,,,na,,,
18642456,human,True,prospective_cohort,"three-year follow-up of 4,144 patients of the 14th International Workshop Prospective Chronic Rejection study",clinical_cohort,False,,,na,4144.0,"4,144 patients",
18637473,human,True,prospective_cohort,In this prospective study,clinical_cohort,False,,,na,,,
18675117,human,True,retrospective_cohort,25 patients (control group; 1999-2002) ... and 21 recipients (study group; 2003-2007),clinical_cohort,True,combined CMV prophylaxis consisting of CMV-IG (Cytotect Biotest) for 12 months and ganciclovir or valganciclovir from postoperative day 21 for 3 weeks,CMV prophylaxis / antiviral,prevention,46.0,25 patients (control group; 1999-2002) ... and 21 recipients (study group; 2003-2007),
18557742,human,True,cross_sectional,This preliminary cross-sectional study,mechanistic_translational,False,,,na,34.0,Thirty-four lung transplant recipients,
18582800,human,True,retrospective_cohort,A retrospective analysis of allograft C3d and C4d deposition was performed,clinical_cohort,False,,,na,33.0,In a cohort of 33 lung transplant recipients (LTRs),
18573422,human,True,prospective_cohort,On serial analysis,mechanistic_translational,False,,,na,127.0,Of the 127 subjects,
18557728,animal,False,other,Using a WKY-to-F344 rat orthotopic left lung transplant model,mechanistic_translational,True,with or without 8 weekly aspirations of gastric fluid into the allograft,Surgical / procedural,na,,,
19201342,human,True,retrospective_cohort,Data from a single center were analyzed from 161 lung recipients transplanted from November 1990 to November 2005,clinical_cohort,False,,,na,161.0,161 lung recipients,
18508823,human,True,cross_sectional,"BAL was performed on 44 lung transplant recipients (30 stable, 14 with BOS).",mechanistic_translational,False,,,na,44.0,"BAL was performed on 44 lung transplant recipients (30 stable, 14 with BOS).",
18513272,human,True,other,nested case control study,mechanistic_translational,False,,,na,,,
18503962,human,True,other,In this collaborative study we compared the relative impact of HLA mismatching and ischemic time on BOS and survival in 182 LTx recipients.,clinical_cohort,False,,,na,182.0,in 182 LTx recipients,
18487317,human,True,retrospective_cohort,Retrospective review of case notes and transplantation databases.,clinical_cohort,False,,,na,176.0,176 patients with CF underwent lung transplantation at our centre.,
18617642,human,True,other,,mechanistic_translational,False,,,na,65.0,Peripheral blood CD4 T cells from 65 recipients,
18459990,human,True,retrospective_cohort,A retrospective review of 26 patients with CTD referred for lung transplantation,clinical_cohort,True,laparoscopic fundoplication,Antireflux surgery,prevention,26.0,A retrospective review of 26 patients with CTD referred for lung transplantation,
18551201,human,True,prospective_cohort,Pulmonary function tests were performed every three months in seven lung transplant recipients,clinical_cohort,True,initiating azithromycin reverses decline in FEV1,Azithromycin / macrolide,treatment_established_clad,7.0,seven lung transplant recipients,
18656801,human,True,retrospective_cohort,We report our experience with GCV prophylaxis administered indefinitely,clinical_cohort,True,GCV prophylaxis administered indefinitely,CMV prophylaxis / antiviral,prevention,151.0,One hundred fifty-one patients surviving >100 days after LT were analyzed.,
18510629,human,True,registry,retrospective analysis of lung transplant recipients with BOS relisted for transplantation with the United Network for Organ Sharing (UNOS),registry,False,,,na,80.0,Eighty patients with BOS qualified for the analysis.,
18450681,human,True,retrospective_cohort,The medical records of 311 recipients of lung transplants between 1998 and 2004 were reviewed retrospectively,clinical_cohort,False,,,na,60.0,reviewed retrospectively to identify 60 recipients who experienced chronic rejection,
18442724,human,True,retrospective_cohort,the results of 4 patients transplanted with DCD organs ... were reviewed,case_report_series,False,,,na,4.0,results of 4 patients,
18442722,human,True,rct,prospectively randomized to receive conventional immunosuppression with RATG induction (RATG group) or conventional immunosuppression alone (control group),trial,True,rabbit anti-thymocyte globulin (RATG) induction therapy,Induction agent,prevention,44.0,Forty-four lung recipients,
18637465,human,True,other,,clinical_cohort,False,,,na,,,
18354170,human,True,other,,mechanistic_translational,False,,,na,36.0,12 of 36,
18408050,human,True,retrospective_cohort,A long term retrospective study was conducted,clinical_cohort,False,,,na,247.0,22 of the 247 lung transplant patients with CF were infected with BCC,
19034015,animal,False,other,mouse model of OB,mechanistic_translational,True,treatment with blocking rat anti-mICOS antibodies,Antibody / biologic,prevention,,,
20477248,human,False,other,,methods_or_review,False,,,na,,,
18435685,animal,False,other,,mechanistic_translational,True,Azithromycin or water was administered to mice every other day during 2 weeks,Azithromycin / macrolide,prevention,,,
18312477,human,True,retrospective_cohort,This report describes the epidemiology of CDC in lung recipients from a single center,clinical_cohort,False,,,na,202.0,202 consecutive patients underwent 208 lung transplantation procedures,
18269330,human,True,prospective_cohort,The trial included 96 patients who were at risk for CMV-related events.,trial,True,prolonged prophylaxis with either oral ganciclovir (1 g 3 times per day) or valganciclovir (450 mg twice per day),CMV prophylaxis / antiviral,prevention,96.0,The trial included 96 patients,
18263803,human,True,retrospective_cohort,Retrospective analysis of 341 90-day survivors of lung transplant performed in 1995-2005,clinical_cohort,False,,,na,341.0,341 90-day survivors of lung transplant,
18256072,human,True,retrospective_cohort,In the present retrospective study,clinical_cohort,False,,,na,92.0,92 double (SS)LTx recipients,
18267228,human,True,cross_sectional,correlate NK cell numbers and immunophenotype in peripheral blood and tissue with graft function,mechanistic_translational,False,,,na,,,
18329476,human,True,retrospective_cohort,Consecutive adult lung transplants (n = 163) at the University of Virginia from January 1998 to May 2006 were reviewed.,clinical_cohort,True,daclizumab results in less acute rejection and bronchiolitis obliterans and better survival than antithymocyte globulin,Induction agent,prevention,163.0,Consecutive adult lung transplants (n = 163),
18250985,human,True,other,,clinical_cohort,False,,,na,31.0,Subjects comprised 30 double-lung recipients and 1 single-lung recipient,
18242277,human,True,retrospective_cohort,We reviewed the records of our lung transplant recipients from March 2000 to September 2006.,clinical_cohort,False,,,na,100.0,"During this interval, 50 patients were 65 years or older at the time of transplantation. Fifty patients younger than 65 years were matched to the older cohort",
18203812,ex_vivo_human,False,other,"PBEC cultures were stimulated with IL-17 or transforming growth factor (TGF)-beta, with and without simvastatin.",mechanistic_translational,True,with and without simvastatin,Statin,na,,,
18442719,human,True,retrospective_cohort,This report analyzes infections and associated pathogens identified in 202 lung transplant recipients.,clinical_cohort,False,,,na,202.0,identified in 202 lung transplant recipients,
18091523,animal,False,other,Using a class I-disparate swine lung transplant model,mechanistic_translational,True,Recipients were treated with 12 days of postoperative tacrolimus.,Other pharmacological,prevention,6.0,Three recipients were immunized prior to transplantation with class I allopeptides. Three other recipients were not immunized.,
19578518,human,True,other,,mechanistic_translational,False,,,na,,,
18086521,human,True,cross_sectional,We investigated the association between BFR and rejection/infection status after lung transplantation (LTx).,clinical_cohort,False,,,na,,,
18212627,human,True,cross_sectional,BAL samples were analyzed from 32 subjects whose concurrent histology showed acute rejection (n=14) or no rejection (n=18).,mechanistic_translational,False,,,na,32.0,BAL samples were analyzed from 32 subjects,
19708455,human,False,other,,methods_or_review,False,,,na,,,
18194133,human,False,other,,methods_or_review,False,,,na,,,
18347533,human,True,retrospective_cohort,This retrospective study comprised all transbronchial biopsies (TBB) obtained during the first 2 years after transplantation,clinical_cohort,False,,,na,299.0,a consecutive cohort of 299 patients transplanted 1996-2006,
18337673,human,True,other,,clinical_cohort,False,,,na,155.0,In 155 consecutive lung transplants,
18192909,human,True,other,An observational study in a single center was performed.,clinical_cohort,True,"For treatment, 250 mg of oral azithromycin was administered three times per week.",Azithromycin / macrolide,treatment_established_clad,81.0,Eighty-one adult LTx-recipients,
18187088,human,True,retrospective_cohort,We retrospectively analyzed all 46 patients undergoing pulmonary retransplantation,clinical_cohort,False,,,na,46.0,Forty-six patients,
18047935,human,True,other,,mechanistic_translational,False,,,na,9.0,6 out of 9 BOS+ patients,
17976973,human,True,prospective_cohort,This prospective group comparison study,mechanistic_translational,False,,,na,46.0,The sample included 46 patients,
17965778,human,True,prospective_cohort,PBMC responses to col(II) and col(V) were monitored prospectively over a 7-year period,mechanistic_translational,False,,,na,,,
18022079,human,True,cross_sectional,compare the protein profile of bronchoalveolar lavage fluid (BALf) in two groups of LTRs,mechanistic_translational,False,,,na,,,
18060031,animal,False,other,used a murine orthotopic tracheal transplant model,mechanistic_translational,False,,,na,,,
18057058,human,True,cross_sectional,The present study aimed to further characterise GOR ... and the degree of gastric aspiration in LTx recipients both with and without BOS,clinical_cohort,False,,,na,,,
18022080,human,True,retrospective_cohort,Two hundred sixty-three LT patients (January 2001 to July 2005) at a single center were retrospectively reviewed.,clinical_cohort,False,,,na,263.0,Two hundred sixty-three LT patients,
17926041,human,True,cross_sectional,,mechanistic_translational,False,,,na,14.0,patients with normal lung grafts (n = 8) and with BOS (n = 6),
17924993,human,True,other,consecutive patients with RAR (n = 12) or BOS (n = 10),clinical_cohort,True,received strict infection prophylaxis,Antibody / biologic,treatment_established_clad,22.0,consecutive patients with RAR (n = 12) or BOS (n = 10),
20477190,human,False,other,Herein we review the emerging application of genomics and genetics to human lung transplantation,methods_or_review,False,,,na,,,
18047937,human,True,retrospective_cohort,We retrospectively evaluated temporal kinetics,mechanistic_translational,False,,,na,16.0,a cohort of 8 LTR before the development of BOS (pre-BOS LTR) and 8 LTR with long-term stable clinical conditions (stable LTR),
18022078,human,True,retrospective_cohort,All patients receiving a cadaveric lung transplant from 1992 to 2004 were included in the study,clinical_cohort,True,bilateral lung transplantation (BLT) was associated with an increase in the cause-specific risk of BOS Grade 1,Surgical / procedural,prevention,389.0,(n = 389),
17889206,human,True,prospective_cohort,prospectively assess the impact of conversion from cyclosporine (CsA) to tacrolimus,clinical_cohort,True,conversion from cyclosporine (CsA) to tacrolimus,Other pharmacological,treatment_established_clad,79.0,A total of 79 patients with BOS were included in the study.,
17767432,human,True,prospective_cohort,Prospective cohort study,clinical_cohort,False,,,na,37.0,37 consecutive adolescent lung transplant recipients,
17624136,human,True,cross_sectional,In a cross-sectional study design,clinical_cohort,False,,,na,119.0,119 consecutive lung transplant recipients,
17919621,human,True,rct,We conducted a randomized controlled trial of tacrolimus versus cyclosporine,trial,True,randomized trial of tacrolimus versus cyclosporine,Other pharmacological,prevention,90.0,Ninety adults were randomized to tacrolimus (n = 44) or cyclosporine (n = 46).,
17919620,human,True,retrospective_cohort,A retrospective review was performed on LTx recipients,clinical_cohort,False,,,na,374.0,A total of 374 patients survived at least 90 days post-transplant,
17524078,human,True,other,,mechanistic_translational,False,,,na,,,
17900918,human,True,retrospective_cohort,All patients were included in this retrospective analysis.,clinical_cohort,False,,,na,51.0,a total of 46 heart-lung transplantations and 5 double lung transplantations have been performed in adults with CHD,
17505414,animal,False,other,,mechanistic_translational,True,treated for 21 days with either Met-RANTES at 20 microg/day or vehicle,Antibody / biologic,prevention,,,
17613395,human,True,rct,"Thirty-four LTx patients were randomized in a double-blind study (ERL = 19, AZA = 15)",mechanistic_translational,True,differences in IL-17 production between ERL and azathioprine (AZA)-based immunosuppression,mTOR inhibitor,prevention,34.0,"Thirty-four LTx patients were randomized in a double-blind study (ERL = 19, AZA = 15)",
17613398,human,True,retrospective_cohort,"Between October 1998 and September 2004, 28 females and 3 males, including 5 children, underwent LDLLT at Okayama University Hospital.",clinical_cohort,False,,,na,31.0,"28 females and 3 males, including 5 children",
17984845,human,True,cross_sectional,"Results were compared between healthy lung transplant recipients and AR (n=7), sOB (n=7), and eOB (n=13).",mechanistic_translational,False,,,na,,,
17620461,human,False,other,,methods_or_review,False,,,na,,,
17565316,human,True,retrospective_cohort,"We performed a retrospective, case-control study and reviewed the medical records",clinical_cohort,True,Simultaneous liver-lung transplantation,Surgical / procedural,prevention,18.0,The five patients who survived to transplant were matched to 13 controls,
17449415,human,True,retrospective_cohort,A retrospective analysis of the Cleveland Clinic Foundation's lung transplant database,clinical_cohort,False,,,na,465.0,465 patients,
17449425,human,True,retrospective_cohort,We have collected data from 17 donors and recipients involved in NHBD lung transplants since 2002,clinical_cohort,False,,,na,17.0,a series of 17 out-of-hospital NHBD lung transplantations,
17493527,animal,False,other,rat heterotopic tracheal transplant model,mechanistic_translational,True,recipients were administered a subcutaneous injection of CsA (25 mg x kg(-1) x day(-1)) for 3 days from the day of operation,Other pharmacological,prevention,,,
17890480,human,True,cross_sectional,analyzed both cross-sectionally and longitudinally,clinical_cohort,False,,,na,75.0,in 39 patients (26 men) with BOS after bilateral LTX ... and 36 bilateral lung transplant recipients without BOS,
17393239,human,True,retrospective_cohort,We performed a retrospective study at a tertiary care center.,clinical_cohort,True,Bilevel positive airway pressure ventilation (BIPAP),Surgical / procedural,prevention,12.0,Twelve CF patients,
17414715,animal,False,other,Utilizing a rat model of lung transplantation,mechanistic_translational,True,"treated systemically with COL-3, a global MMP inhibitor",Other pharmacological,prevention,,,
17456202,human,True,retrospective_cohort,We studied the outcome of lung transplant adjusted by age in a single center transplant population.,clinical_cohort,False,,,na,42.0,We matched the 42 lung graft recipients older than 60 years transplanted by July 1999 to younger controls,
17613397,human,True,retrospective_cohort,All patients receiving a cadaveric lung transplant between 1992 and 2004 were included in the study,clinical_cohort,False,,,na,389.0,(n = 389),
17413126,human,True,cross_sectional,Levels of bronchoalveolar lavage (BAL) pepsin were measured by ELISA,mechanistic_translational,False,,,na,57.0,"36 lung transplant recipients, 4 normal volunteers, and 17 subjects with unexplained chronic cough",
17347496,human,True,other,"FEV(1)% predicted (FEV(1)%pred) trajectories were studied in 111 lung transplant recipients with BOS by multivariate, linear, mixed-effects statistical models.",clinical_cohort,False,,,na,111.0,trajectories were studied in 111 lung transplant recipients with BOS,
17326196,animal,False,other,detailed description of the surgical technique for orthotopic tracheal transplantations,methods_or_review,False,,,na,,,
17311089,animal,False,other,,mechanistic_translational,True,Pin1 blockade,Other pharmacological,na,,,
17318076,human,True,prospective_cohort,"followed for this study from June 1, 2001 until January 1, 2006",clinical_cohort,True,preemptive reduction of immunosuppression after lung transplantation guided by EBV-DNA load,Other pharmacological,prevention,75.0,in 75 lung transplant recipients,
17275508,human,True,other,,mechanistic_translational,True,Extracorporeal photopheresis (ECP),Extracorporeal photopheresis,treatment_established_clad,6.0,six lung transplant recipients,
17258598,animal,False,other,rats that were divided into 6 groups,mechanistic_translational,True,groups 12-IT and 6-IT received 12 and 6 puffs of inhaled tacrolimus 3 times per day,Aerosolised / inhaled other,prevention,,,
17258592,human,True,retrospective_cohort,11-year single-center experience,clinical_cohort,False,,,na,467.0,467 lung transplants were performed at our institution,
17258154,human,True,other,,clinical_cohort,False,,,na,140.0,from 140 transplanted patients,
17198242,human,True,prospective_cohort,Sera collected serially from BOS+ (n = 20) and matched BOS- (n = 20) lung transplant (LT) patients,mechanistic_translational,False,,,na,40.0,BOS+ (n = 20) and matched BOS- (n = 20) lung transplant (LT) patients,
17178338,ex_vivo_human,False,other,We used an ex vivo primary bronchial epithelial cell culture (PBEC) model,mechanistic_translational,True,effect of incubation for 48 hours with 0.1 to 10 micromol/liter cilomilast,Other pharmacological,treatment_established_clad,7.0,Bronchial brushings were taken from 7 stable lung allograft recipients,
17182591,mixed,False,other,Translational studies using a murine model of BOS,mechanistic_translational,True,in vivo neutralization of IL-13 reduced airway allograft matrix deposition and murine BOS,Antibody / biologic,treatment_established_clad,,,
17275507,human,True,other,We performed a controlled clinical trial of the two therapies,trial,True,Twenty-five consecutive lung transplant patients received ATG (n = 12; group 1) or daclizumab (n = 13; group 2) as an induction agent.,Induction agent,prevention,25.0,Twenty-five consecutive lung transplant patients,
17217435,human,True,other,"In this analysis, we considered the effects of a common promotor polymorphism",mechanistic_translational,False,,,na,226.0,Genotyping was performed in 226 lung transplant recipients,
17234904,human,True,prospective_cohort,"prospectively monitored for 1,249 days",mechanistic_translational,False,,,na,65.0,Recipients of bilateral (n=64) and single (n=1) lung grafts,
17158279,human,True,retrospective_cohort,We performed a retrospective cohort study of 334 adult lung transplant recipients at our program,clinical_cohort,False,,,na,334.0,334 adult lung transplant recipients,
17264811,human,True,other,serially analyzed,mechanistic_translational,False,,,na,,,
17178336,human,True,prospective_cohort,Serum samples were taken before and 6 months after lung transplantation from 11 patients,mechanistic_translational,False,,,na,11.0,from 11 patients,
17061983,in_vitro,False,other,"In the present study, we further investigated the intracellular mechanisms of azithromycin",mechanistic_translational,True,"incubated with increasing concentrations of steroids, immunosuppressive agents (tacrolimus, cyclosporine and rapamycin) or macrolides (erythromycin and azithromycin)",Azithromycin / macrolide,na,,,
17134909,human,True,retrospective_cohort,Histology of all patients receiving single-lung transplantation 1999-2004 (n=181) was reviewed.,clinical_cohort,False,,,na,181.0,all patients receiving single-lung transplantation 1999-2004 (n=181),
17097497,human,True,retrospective_cohort,All patients who underwent lung transplantation from 1993 to 1998 and had post-transplant survival of at least 6 months were included in the initial analysis.,mechanistic_translational,False,,,na,78.0,"In the cohort, 78 subjects",
17049055,mixed,False,other,Using a murine in vitro culture system,mechanistic_translational,False,,,na,,,
17112886,human,True,prospective_cohort,We prospectively administered sirolimus as an alternative to calcineurin inhibitors in 10 lung transplantation recipients,clinical_cohort,True,They were switched from tacrolimus to sirolimus.,mTOR inhibitor,na,10.0,in 10 lung transplantation recipients,
16996912,animal,False,other,Forty isogeneic ... and 40 allogeneic ... orthotopic tracheal transplants were performed.,mechanistic_translational,False,,,na,,,
17161354,human,True,cross_sectional,stable clinical conditions,clinical_cohort,True,therapeutic regimens used in our institution,Other pharmacological,na,70.0,a group of 51 LTR ... and with 19 LTR who developed bronchiolitis obliterans syndrome,
17175245,animal,False,other,,mechanistic_translational,True,The recipients received a 12-day postoperative course of tacrolimus ... as their only immunosuppression.,Other pharmacological,prevention,,,
16890113,human,True,prospective_cohort,Fifty consecutive de novo LTx patients ... were assigned target C2 levels,clinical_cohort,True,Achieving and maintaining target C2 levels after LTx,Other pharmacological,prevention,50.0,Fifty consecutive de novo LTx patients,
16889547,human,True,prospective_cohort,were prospectively investigated,clinical_cohort,False,,,na,50.0,performed prospectively at 3-month posttransplant in 50 patients,
16928532,animal,False,other,using the murine orthotopic tracheal transplantation model,mechanistic_translational,False,,,na,,,
16969297,human,True,cross_sectional,elevated in lung transplant recipients with BOS when compared with those without BOS and healthy controls,mechanistic_translational,False,,,na,,,
16833168,human,True,retrospective_cohort,We reviewed the medical charts of all CF patients who underwent lung transplantation,clinical_cohort,False,,,na,17.0,Eighteen transplantations were performed in 17 patients,
18342749,human,True,retrospective_cohort,We reviewed the clinical records and radiologic data of 99 patients,clinical_cohort,False,,,na,99.0,99 patients who underwent single and bilateral lung transplantation,
16889540,human,True,other,,mechanistic_translational,False,,,na,,,
16872970,human,True,retrospective_cohort,Long-term outcome was compared with that after primary lung transplantation,clinical_cohort,True,Redo lung transplantation was performed for end-stage bronchiolitis obliterans syndrome,Surgical / procedural,treatment_established_clad,614.0,Of 614 lung transplantation procedures performed at our institution,
16741151,human,True,prospective_cohort,"Before and 3 mo after azithromycin was introduced, bronchoscopy with bronchoalveolar lavage (BAL) was performed",clinical_cohort,True,Fourteen lung transplant patients with BOS ... were treated with azithromycin,Azithromycin / macrolide,treatment_established_clad,14.0,Fourteen lung transplant patients with BOS,
16963685,human,True,prospective_cohort,"Prospective, cohort study.",mechanistic_translational,False,,,na,20.0,Eleven transplant recipients with chronic rejection were matched with 9 control transplant recipients.,
16796722,animal,False,other,experimental OB using immunohistochemistry,mechanistic_translational,False,,,na,,,
16728708,mixed,False,other,,mechanistic_translational,False,,,na,,,
16720207,human,True,other,,mechanistic_translational,False,,,na,,,
16732179,human,True,other,A consecutive series of 68 CMV high-risk lung transplant recipients ... were analyzed.,clinical_cohort,True,combined prophylaxis using ganciclovir (GAN) and CMV hyperimmune globulin (CMV-IG),CMV prophylaxis / antiviral,prevention,68.0,A consecutive series of 68 CMV high-risk lung transplant recipients,
17889122,animal,False,other,This paper reviews the possibility of using pirfenidone in clinical transplantation management.,methods_or_review,False,,,na,,,
16700187,human,True,cross_sectional,multicenter cross-sectional study,clinical_cohort,False,,,na,129.0,We assessed QoL in 129 lung transplant recipients,
16686775,human,True,cross_sectional,analyzed in a cross-sectional manner,clinical_cohort,False,,,na,83.0,83 patients,
16678604,human,True,retrospective_cohort,"We performed a retrospective review of case notes, intensive therapy unit database, and donor details.",clinical_cohort,False,,,na,201.0,"Between January 1, 2000, and December 31, 2004, 201 patients underwent lung or heart-lung transplantation.",
16612275,human,True,rct,"prospective, randomized, open-label, multicenter study",trial,True,compared the effects of MMF with AZA,Other pharmacological,prevention,,,
16608952,human,True,retrospective_cohort,All patients who underwent pulmonary retransplantation for BOS from 1992 to 2004 at Duke University Medical Center were reviewed.,clinical_cohort,False,,,na,12.0,"Over the 12-year study period, 12 patients underwent pulmonary retransplantation for BOS.",
16797347,human,True,registry,reported to UNOS,registry,False,,,na,15.0,a total of 5 and 15 third-time heart transplant recipients in UCLA and UNOS databases,
16585086,human,True,prospective_cohort,bronchoalveolar lavages (BALs) taken from patients at 28 and 90 days after lung transplantation,mechanistic_translational,False,,,na,26.0,nine out of the 26 patients examined,
16563975,human,True,rct,"In a randomized, double-blind, multicenter trial",trial,True,received either everolimus 1.5 mg twice daily ... or azathioprine 1 to 3 mg/kg/day,mTOR inhibitor,prevention,213.0,213 maintenance lung transplant recipients,
16570009,human,True,retrospective_cohort,case-control study,clinical_cohort,True,compare the effect of transplant operation,Surgical / procedural,na,107.0,We identified 107 consecutive lung transplant recipients 61 or older at the time of transplant.,
16563971,human,True,prospective_cohort,serial samples taken after LTx from 10 patients,clinical_cohort,False,,,na,,,
16400684,human,True,other,,mechanistic_translational,False,,,na,,,
16510454,human,True,prospective_cohort,A single-season prospective study,clinical_cohort,False,,,na,50.0,50 ambulatory lung transplant patients,
16387465,human,True,prospective_cohort,Forty consecutive patients... were followed-up with regular scans for a median of 36 months.,clinical_cohort,False,,,na,40.0,Forty consecutive patients,
16468972,human,True,prospective_cohort,prospective longitudinal study,clinical_cohort,False,,,na,28.0,"A total of 28, initially healthy, BOS 0, lung transplant recipients",
16407509,human,True,rct,"randomized, double-blind, placebo-controlled trial",trial,True,inhaled cyclosporine,Inhaled ciclosporin,prevention,58.0,A total of 58 patients were randomly assigned,
16386609,human,True,retrospective_cohort,We performed a retrospective analysis,clinical_cohort,True,RAPA was administered to 11 patients,mTOR inhibitor,treatment_established_clad,11.0,RAPA was administered to 11 patients,
16433771,human,True,rct,"In a randomized, double-blind clinical trial",trial,True,"received everolimus (3 mg/day) or azathioprine (AZA, 1-3 mg/kg/day)",mTOR inhibitor,prevention,213.0,213 BOS-free maintenance patients,
16364880,human,True,cross_sectional,retrospective cross-sectional study design,clinical_cohort,False,,,na,280.0,280 LTx recipients,
16386608,human,True,retrospective_cohort,compared to 13 lung transplants performed in 2001,clinical_cohort,True,receiving induction basiliximab versus controls not receiving treatment,Induction agent,prevention,28.0,Basiliximab was administered to 15 patients ... They were compared to 13 lung transplants performed in 2001,
16433773,human,True,retrospective_cohort,A retrospective study of all lung transplant recipients with pre-transplant diagnoses of COPD,clinical_cohort,True,bilateral (BLT) compared with single lung transplantation (SLT),Surgical / procedural,prevention,221.0,"221 (bilateral n = 101, single n = 120) patients met our criteria",
16670170,human,True,prospective_cohort,following transplantation and at subsequent annual follow ups were analysed,clinical_cohort,False,,,na,38.0,in 38 lung transplant recipients,
16468969,human,True,prospective_cohort,following their withdrawal,mechanistic_translational,False,,,na,,,
16386606,human,True,retrospective_cohort,We analyzed the long-term result of steroid withdrawal in our lung transplant recipients.,clinical_cohort,True,steroid treatment was withdrawn in 34 of the 375 lung transplant patients in our centers,Other pharmacological,prevention,34.0,steroid treatment was withdrawn in 34 of the 375 lung transplant patients in our centers,
16612283,human,True,retrospective_cohort,341 lung transplant recipients were analyzed retrospectively,clinical_cohort,True,A virtual crossmatch strategy using flow cytometry ... was compared to prospective crossmatching,Other,prevention,341.0,"In all, 341 lung transplant recipients were analyzed retrospectively",
16340783,human,True,retrospective_cohort,retrospective cohort study,clinical_cohort,False,,,na,259.0,259 adult lung transplant recipients,
16678030,human,True,cross_sectional,obtained consecutively,mechanistic_translational,False,,,na,53.0,34 BAL and IS findings obtained consecutively from 34 lung transplant recipients (LTRs) ... IS results were compared with 19 samples from non-transplanted controls,
16303014,human,True,prospective_cohort,analyzed BAL samples from 87 consecutive lung transplant recipients,clinical_cohort,False,,,na,87.0,87 consecutive lung transplant recipients,
16315786,human,True,other,7 consecutive patients,clinical_cohort,False,,,na,7.0,in 7 consecutive patients,
16226252,animal,False,other,establishes a transplant BOS model in MHC-mismatched rats and compares their cytokine profiles and histopathology,mechanistic_translational,False,,,na,,,
16364877,human,True,retrospective_cohort,We compared 115 consecutive (2001 to 2004) lung recipients who received allografts preserved with Perfadex... and compared the results with the previous 116 consecutive (1999 to 2001) lung recipients,clinical_cohort,True,"allografts preserved with Perfadex, a low-potassium dextran (LPD) solution",Other pharmacological,prevention,231.0,115 consecutive... lung recipients... and... the previous 116 consecutive... lung recipients,
16210132,human,True,prospective_cohort,29 initially stable lung transplant recipients ... recruited 148 +/- 80 days post-transplant and followed for 3 years,clinical_cohort,False,,,na,29.0,29 initially stable lung transplant recipients,
16297789,human,True,retrospective_cohort,"events were analyzed in 348 heart (H) recipients, 24 heart-lung (HL) recipients, 82 double-lung (L) recipients and 8 heart-kidney (HK) recipients",clinical_cohort,True,multiple-transplanted organs from the same donor compared with single-organ transplantation,Surgical / procedural,prevention,,,
16181849,human,True,cross_sectional,The prevalence of gastroesophageal reflux was examined in 78 consecutive end-stage lung disease patients assessed for lung transplantation,clinical_cohort,False,,,na,78.0,78 consecutive end-stage lung disease patients,
16364859,human,True,retrospective_cohort,Data were collected for the period between April 2002 and October 2004.,clinical_cohort,True,All 18 patients received intravenous (IV) ribavirin ... with oral prednisolone,Other pharmacological,prevention,18.0,The study included 10 men and 8 women,
16272353,mixed,False,other,Proof of concept studies using a rat orthotopic lung transplantation model,mechanistic_translational,True,inhibition of CXCR2/CXCR2 ligand interactions in vivo,Other pharmacological,prevention,,,
16162731,human,True,prospective_cohort,"Data were prospectively collected, before undergoing LTx and annually after undergoing LTx",clinical_cohort,False,,,na,44.0,Forty-four lung transplant recipients,
16162195,human,True,cross_sectional,simultaneously collected endobronchial biopsies,mechanistic_translational,False,,,na,27.0,A total of 27 pairs of EBBs were taken,
16210131,human,True,retrospective_cohort,"A total of 68 lung transplant biopsies, performed at UCLA Medical Center from January 2002 to August 2004, were collected",mechanistic_translational,False,,,na,,,
16162732,human,True,prospective_cohort,In a prospective study,clinical_cohort,False,,,na,72.0,72 consecutive lung transplant recipients,
