pmid,source_format,outcome_role,study_design,study_design_llm,study_design_meta,design_disagreement,sample_size,followup,funding,missing_data_handled,strobe_cited,is_interventional_ft,intervention,intervention_intent,trial_registered,registration_id,primary_exposure,exposure_measure,exposure_estimate,exposure_ci,exposure_significant,survival_method,time_varying_covariates,multiplicity_addressed,n_clad_events,n_covariates_in_model,events_per_variable,adjustment_set,n_adjusted,protocol,model,extracted,score_indication_mix,adj_indication_mix,score_procedure,adj_procedure,score_era,adj_era,score_center_structure,adj_center_structure,score_sample_followup,adj_sample_followup,score_donor_type,adj_donor_type,score_evlp,adj_evlp,score_race_ethnicity,adj_race_ethnicity,score_cmv_dr,adj_cmv_dr,score_hla_mismatch,adj_hla_mismatch,score_pre_tx_dsa,adj_pre_tx_dsa,score_de_novo_dsa,adj_de_novo_dsa,score_induction,adj_induction,score_maintenance_is,adj_maintenance_is,score_acr,adj_acr,score_amr,adj_amr,score_pgd,adj_pgd,score_cmv_events,adj_cmv_events,score_resp_viral,adj_resp_viral,score_colonization,adj_colonization,score_gerd,adj_gerd,score_azithromycin,adj_azithromycin,score_telomere,adj_telomere,score_pre_tx_is,adj_pre_tx_is,score_antifibrotic,adj_antifibrotic,score_cni_ipv,adj_cni_ipv,score_cyp3a5,adj_cyp3a5,score_nonhla_ab,adj_nonhla_ab,score_eplet_mm,adj_eplet_mm,score_clad_definition,adj_clad_definition,score_phenotyping,adj_phenotyping,score_nrad_exclusion,adj_nrad_exclusion,score_clad_staging,adj_clad_staging,score_baseline_fev1,adj_baseline_fev1,score_competing_risk,adj_competing_risk,score_followup_censoring,adj_followup_censoring,min_set_met,n_minset,year,era,journal,publisher,country,group_key,is_multicenter_or_registry,design_meta,tier,design_adjudicated,species,clinical,class_intervention,class_intent,evaluates_intervention,study_design_ab,sample_n_ab,study_type,is_interventional,intent_adjudicated,n_adjusted_grounded,model_type,clad_method,n_covariates_clad,clad_covariates,cite_count,rcr,nih_pctl,cites_per_year
34836753,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,117.0,51 (23-91) months,none_stated,unclear,False,False,,na,unclear,,Age group (<12 years vs ≥12 years),other,Freedom from CLAD at 8 years: 76% vs 59%,,False,km_logrank,yes,no,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,full,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,full,False,full,False,full,False,full,False,full,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,na,False,not,False,na,False,not,False,not,False,full,False,full,False,not,False,partial,False,partial,False,not,False,partial,False,False,4,2022,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Elsevier BV,Germany,schwerk n|germany,False,,Elsevier,False,human,True,,na,False,retrospective_cohort,117.0,clinical_cohort,False,False,0,univariable_only,km_logrank,,,26.0,2.870025351623361,82.9,6.5
34850543,pdf,primary,prospective_cohort,prospective_cohort,,False,532.0,,mixed,unclear,False,False,,na,yes,NCT02812290,Transcriptional profiles in transbronchial biopsies,other,coef = 0.81,,True,logistic,no,yes,90.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,not,False,not,False,full,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,partial,False,not,False,not,False,full,False,not,False,partial,False,not,False,not,False,not,False,not,False,na,False,na,False,not,False,not,False,partial,False,full,False,not,False,full,False,partial,False,na,False,na,False,False,2,2022,post,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Elsevier BV,Canada,halloran pf|canada,True,,OA,False,human,True,,na,False,prospective_cohort,,mechanistic_translational,False,False,0,multivariable,logistic,2.0,PBT set scores;log2 of time of biopsy posttransplant,25.0,2.339008080027083,77.9,6.25
34854205,pdf,descriptor,retrospective_cohort,retrospective_cohort,,False,38.0,After a median follow-up of 39.4 months (IQR 16–46.6),unclear,unclear,False,False,,na,unclear,,TRG mutation carrier status,,,,False,km_logrank,unclear,unclear,7.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,partial,False,full,False,partial,False,full,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,full,False,full,False,partial,False,partial,False,partial,False,full,False,not,False,not,False,not,False,not,False,full,False,full,False,full,False,not,False,na,False,not,False,na,False,partial,False,full,False,not,False,partial,False,not,False,not,False,partial,False,False,4,2022,post,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Elsevier BV,France,,True,,OA,False,human,True,,na,False,retrospective_cohort,38.0,clinical_cohort,False,False,0,none,none,,,26.0,2.1315155637495304,75.3,6.5
34895720,pdf,primary,retrospective_cohort,retrospective_cohort,,False,30.0,median follow-up of 205 months,none_stated,yes,False,False,living-donor lobar lung transplantation,prevent_clad,unclear,,living-donor lobar lung transplantation,,,,,km_logrank,unclear,na,17.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,partial,False,not,False,not,False,not,False,partial,False,full,False,not,False,not,False,full,False,partial,False,partial,False,not,False,full,False,partial,False,not,False,not,False,full,False,not,False,not,False,full,False,not,False,not,False,na,False,not,False,not,False,full,False,full,False,not,False,partial,False,full,False,not,False,full,False,False,4,2022,post,The Journal of thoracic and cardiovascular surgery,Elsevier BV,Japan,toyooka s|japan,False,,Elsevier,False,human,True,,na,False,retrospective_cohort,30.0,clinical_cohort,False,False,0,univariable_only,km_logrank,,,21.0,2.821226516202662,82.5,5.25
34906571,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,58.0,,industry,unclear,False,False,venoarterial versus venovenous extracorporeal membrane oxygenation,prevent_clad,unclear,,venoarterial versus venovenous ECMO as a bridge to lung transplantation,other,Three-year freedom from BOS stage I: 100% in VA and 71% in VV,,False,km_logrank,unclear,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,partial,False,not,False,not,False,full,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,not,False,na,False,partial,False,partial,False,not,False,partial,False,not,False,not,False,not,False,False,0,2022,post,The Annals of thoracic surgery,Elsevier BV,,ardehali a|,False,,Elsevier,False,human,True,Extracorporeal support,na,True,retrospective_cohort,58.0,clinical_cohort,True,False,0,univariable_only,km_logrank,,,23.0,2.8642022057396423,82.9,5.75
34933798,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,149.0,3.8 years,public_nonprofit,unclear,False,False,,na,unclear,,telomere-related rare variants and telomere length,HR,1.10,0.54-2.24,False,cox_ph,no,unclear,,4.0,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,partial,False,full,False,full,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,not,False,partial,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,full,False,not,False,not,False,na,False,na,False,not,False,na,False,full,False,not,False,not,False,partial,False,full,False,not,False,partial,False,False,1,2022,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Elsevier BV,,mcdyer jf|,False,,OA,False,human,True,,na,False,retrospective_cohort,431.0,clinical_cohort,False,False,1,multivariable,cox_ph,3.0,identification of a rare-variant;age;sex;pulmonary function (FVC % predicted),48.0,4.0682726636236755,89.5,12.0
34941934,pdf,descriptor,retrospective_cohort,retrospective_cohort,,False,70.0,"Graft survival—median days (95%-confidence interval) 895 (379, 1411)",none_stated,yes,False,False,,na,unclear,,,,,,,km_logrank,unclear,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,not,False,full,False,full,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,na,False,not,False,na,False,full,False,full,False,not,False,not,False,partial,False,not,False,partial,False,False,1,2021,post,PloS one,Public Library of Science (PLoS),Spain,bravo c|spain,True,,OA,False,human,True,,na,False,retrospective_cohort,70.0,clinical_cohort,False,False,0,none,none,,,3.0,0.2623397636549153,16.4,0.6
34966390,xml,descriptor,other,other,,False,51.0,,none_stated,unclear,False,False,,na,unclear,,Donor NK and T cell KIR-positive subsets,,,,,none,unclear,no,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,partial,False,not,False,full,False,partial,False,not,False,full,False,not,False,not,False,full,False,not,False,not,False,full,False,full,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,not,False,not,False,partial,False,full,False,not,False,partial,False,not,False,na,False,na,False,False,2,2021,post,Frontiers in immunology,Frontiers Media SA,Germany,kühne jf|germany,False,,OA,False,human,True,,na,False,prospective_cohort,51.0,mechanistic_translational,False,False,0,none,none,,,5.0,0.2480882065626801,15.6,1.0
34968012,pdf,descriptor,retrospective_cohort,retrospective_cohort,,False,70.0,4-week follow-up,none_stated,unclear,False,False,,na,unclear,,Vaccination against COVID-19,OR,0.29,0.03–2.46,False,logistic,no,no,,6.0,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,not,False,full,False,partial,False,not,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,na,False,partial,False,na,False,not,False,na,False,partial,False,not,False,not,False,partial,False,partial,False,na,False,na,False,False,1,2022,post,Transplant infectious disease : an official journal of the Transplantation Society,Wiley,United States,banga a|united states,False,,OA,False,human,True,Other,prevention,True,retrospective_cohort,70.0,clinical_cohort,True,False,0,none,none,,,10.0,0.6985662974008514,38.5,2.5
35011851,xml,descriptor,retrospective_cohort,retrospective_cohort,,False,78.0,5.4 years (2.3–8.2),mixed,unclear,False,False,,na,no,,,,,,,none,unclear,yes,52.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,False,full,False,full,False,full,False,not,False,not,False,not,False,not,False,not,False,partial,False,partial,False,not,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,na,False,na,False,na,False,not,False,na,False,full,False,partial,False,not,False,full,False,full,False,na,False,na,False,False,1,2021,post,Journal of clinical medicine,MDPI AG,Belgium,on behalf of the leuven lung transplant group|belgium,True,,OA,False,ex_vivo_human,False,,na,False,retrospective_cohort,78.0,mechanistic_translational,False,False,0,none,none,,,18.0,1.5382418312983064,65.2,3.6
35083318,xml,secondary,retrospective_cohort,retrospective_cohort,,False,23.0,,unclear,unclear,False,False,,na,unclear,,Telomere-related disease-causing variants,other,,,False,km_logrank,unclear,unclear,9.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,False,full,False,full,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,full,False,full,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,full,False,not,False,not,False,na,False,na,False,not,False,na,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,False,2,2022,post,ERJ open research,European Respiratory Society (ERS),,raivio p|,False,,OA,False,human,True,,na,False,retrospective_cohort,23.0,clinical_cohort,False,False,0,univariable_only,km_logrank,,,3.0,0.2702129722786042,16.8,0.75
35146849,pdf,primary,prospective_cohort,prospective_cohort,,False,61.0,,mixed,unclear,False,False,,na,yes,NCT00891865,BAL cytokine levels,other,mean difference of 0.20,"95% CI of (0.00, 0.40)",True,km_logrank,no,no,17.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,not,False,not,False,full,False,full,False,partial,False,not,False,not,False,not,False,not,False,partial,False,not,False,partial,False,not,False,not,False,partial,False,partial,False,partial,False,not,False,partial,False,partial,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,not,False,na,False,partial,False,partial,False,not,False,partial,False,not,False,not,False,partial,False,False,3,2022,post,Pediatric transplantation,Wiley,United States,sweet sc|united states,True,,OA,False,human,True,,na,False,prospective_cohort,61.0,mechanistic_translational,False,False,0,univariable_only,km_logrank,,,1.0,0.1367438293859928,9.4,0.25
35181243,pdf,primary,prospective_cohort,prospective_cohort,,False,150.0,,public_nonprofit,unclear,False,False,,na,yes,NCT00980967,6-month CD4+CD57+ILT2+ T-cell ratio within the first year post-LTx,HR,1.25,1.09-1.44,True,cox_ph,no,yes,72.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,not,False,full,False,partial,False,not,False,not,False,not,False,partial,False,full,False,full,False,not,False,full,False,partial,False,partial,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,not,False,not,False,partial,False,not,False,not,False,partial,False,not,False,not,False,full,False,False,4,2022,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Elsevier BV,France,,False,,OA,False,human,True,,na,False,prospective_cohort,150.0,mechanistic_translational,False,False,1,multivariable,cox_ph,2.0,"1-12 mo CD4+ILT2+CD57+ T cells (% of CD4 T cells) ratio, per 0.1-unit increaseb;% CD4+CD25+CD127low T cells (% of CD4+ T cells) at 1mo post-Tx, per 0.1-unit increase.",15.0,1.2471075137767915,58.0,3.75
35185369,pdf,descriptor,prospective_cohort,prospective_cohort,,False,51.0,,public_nonprofit,unclear,False,False,,na,unclear,,miR-21 expression,other,,,True,other,no,no,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,False,full,False,full,False,partial,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,full,False,not,False,full,False,full,False,not,False,not,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,na,False,na,False,not,False,na,False,partial,False,full,False,not,False,partial,False,not,False,na,False,na,False,False,3,2021,post,Transplant international : official journal of the European Society for Organ Transplantation,Frontiers Media SA,Austria,hoetzenecker k|austria,True,,OA,False,human,True,,na,False,other,,mechanistic_translational,False,False,0,none,none,,,8.0,0.9467026240525804,48.4,2.0
35185863,xml,exclude,prospective_cohort,prospective_cohort,,False,82.0,The mean follow-up time was 239 days.,public_nonprofit,unclear,False,False,,na,unclear,,MDSC subsets,,,,,none,unclear,no,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,not,False,partial,False,full,False,partial,False,not,False,not,False,not,False,not,False,full,False,partial,False,not,False,full,False,partial,False,partial,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,na,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,na,False,na,False,False,3,2021,post,Frontiers in immunology,Frontiers Media SA,Spain,lópez-hoyos m|spain,True,,OA,False,human,True,,na,False,other,,mechanistic_translational,False,False,0,none,none,,,7.0,0.5249698041607758,30.4,1.75
35187218,xml,primary,retrospective_cohort,retrospective_cohort,,False,95.0,45 mo (33–50),public_nonprofit,unclear,False,False,,na,unclear,,"Study group (pre-LTx GER, SAbs, or both)",HR,8.787,1.694-45.567,True,cox_ph,unclear,yes,33.0,4.0,8.2,acr;de_novo_dsa;pgd,3,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,partial,False,full,False,full,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,full,True,partial,False,full,False,full,True,not,False,full,True,not,False,partial,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,na,False,full,False,not,False,partial,False,not,False,not,False,partial,False,full,False,partial,False,partial,False,False,2,2022,post,Transplantation direct,Ovid Technologies (Wolters Kluwer Health),,tokman s|,False,,OA,False,human,True,,na,False,retrospective_cohort,95.0,clinical_cohort,False,False,5,multivariable,cox_ph,7.0,SAbs;GER;Study group;Primary graft dysfunction;Acute cellular rejection ≥A2;Donor-specific antibodies,6.0,0.913948549299931,47.2,1.5
35203345,xml,descriptor,other,other,,False,12.0,,public_nonprofit,unclear,False,False,,na,unclear,,,,,,,none,unclear,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,partial,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,na,False,na,False,not,False,na,False,full,False,full,False,full,False,partial,False,partial,False,na,False,na,False,False,0,2022,post,Cells,MDPI AG,United States,galbán cj|united states,True,,OA,False,human,True,,na,False,cross_sectional,12.0,mechanistic_translational,False,False,0,none,none,,,5.0,0.5461332381279315,31.4,1.25
35221126,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,394.0,1244 (1-4216) days,public_nonprofit,unclear,False,False,posttransplant amiodarone treatment,prevent_clad,unclear,,posttransplant amiodarone treatment,HR,0.64,0.33-1.22,False,cox_ph,yes,no,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,full,False,not,False,not,False,not,False,partial,False,partial,False,not,False,not,False,full,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,not,False,not,False,full,False,not,False,not,False,not,False,full,False,not,False,partial,False,False,3,2022,post,Transplantation proceedings,Elsevier BV,Sweden,bollano e|sweden,False,,OA,False,human,True,Other,prevention,True,retrospective_cohort,394.0,clinical_cohort,True,False,0,univariable_only,cox_ph,,,6.0,0.6982156709700934,38.5,1.5
35224623,pdf,secondary,registry,registry,registry,False,25444.0,median time-to-BOS (years) 5.60,industry,yes,False,False,,na,unclear,,HLA mismatch,HR,1.052,1.008–1.098,True,cox_ph,no,no,8901.0,11.0,809.2,era;hla_mismatch;race_ethnicity,3,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,True,not,False,partial,False,not,False,not,False,full,True,not,False,full,True,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,not,False,not,False,partial,False,partial,False,not,False,partial,False,not,False,partial,False,partial,False,False,2,2022,post,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Oxford University Press (OUP),United States,toyoda y|united states,False,registry,OA,False,human,True,,na,False,registry,27651.0,registry,False,False,5,multivariable,cox_ph,12.0,Age;BMI (kg/m2);Race;Aetiology;Donor age;Donor height (m);Ischaemic time (h);Procedure type;Transplant year;HLA-A MM;HLA-B MM;HLA-DR MM,9.0,1.070347508801759,52.7,2.25
35227627,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,769.0,,mixed,yes,False,False,,na,unclear,,donor type (DCD-V vs DCD-III and DBD),,,,False,competing_risk,no,no,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,partial,False,full,False,full,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,not,False,na,False,partial,False,not,False,not,False,partial,False,partial,False,full,False,not,False,False,1,2022,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Elsevier BV,Belgium,van raemdonck d|belgium,False,,Elsevier,False,human,True,,na,False,retrospective_cohort,769.0,clinical_cohort,False,False,0,univariable_only,km_logrank,,,22.0,2.5487933138881447,80.1,5.5
35246990,pdf,primary,retrospective_cohort,retrospective_cohort,,False,451.0,,public_nonprofit,unclear,False,False,,na,unclear,,Inflammation on BAL cytology,HR,2.3,1.22–4.3,True,cox_ph,yes,unclear,253.0,4.0,63.2,indication_mix,1,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,True,full,False,full,False,full,False,partial,False,not,False,not,False,full,False,full,False,not,False,not,False,not,False,partial,False,partial,False,partial,False,not,False,not,False,partial,False,not,False,partial,False,not,False,partial,False,not,False,na,False,na,False,not,False,na,False,not,False,na,False,partial,False,not,False,partial,False,not,False,partial,False,full,False,not,False,False,3,2022,post,Clinical transplantation,Wiley,United States,greenland jr|united states,False,,OA,False,human,True,,na,False,retrospective_cohort,451.0,clinical_cohort,False,False,2,multivariable,cox_ph,4.0,recipient age;sex;diagnosis group;transplant procedure,7.0,0.7882469385735882,42.3,1.75
35249734,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,85.0,"37 months (range, 27 days-92 months)",unclear,unclear,False,False,,na,unclear,,Donor pneumonia,other,Five-year CLAD-free survival was 57.6% in the DP (−) group and 68.8% in the DP (+) group,,False,km_logrank,no,no,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,full,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,partial,False,not,False,full,False,not,False,not,False,partial,False,not,False,not,False,na,False,na,False,na,False,not,False,na,False,not,False,na,False,partial,False,not,False,not,False,not,False,not,False,partial,False,partial,False,False,2,2022,post,Transplantation proceedings,Elsevier BV,Japan,date h|japan,False,,Elsevier,False,human,True,,na,False,retrospective_cohort,85.0,clinical_cohort,False,False,0,univariable_only,km_logrank,,,4.0,0.5326148876983613,30.7,1.0
35285873,xml,exclude,retrospective_cohort,retrospective_cohort,,False,22.0,,unclear,unclear,False,False,,na,unclear,,glucocorticoid treatment after acute cellular rejection,,,,,none,unclear,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,not,False,full,False,full,False,full,False,partial,False,not,False,not,False,not,False,full,False,full,False,not,False,not,False,partial,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,na,False,na,False,False,3,2022,post,The Journal of experimental medicine,Rockefeller University Press,,mcdyer jf|,False,,OA,False,human,True,Other,na,True,other,3.0,mechanistic_translational,True,False,0,none,none,,,43.0,2.9590026702449026,83.6,10.75
35314097,pdf,primary,retrospective_cohort,retrospective_cohort,,False,582.0,,none_stated,unclear,False,False,,na,unclear,,ICU bridging to lung transplantation,HR,0.78,0.39-1.55,False,cox_ph,unclear,no,112.0,7.0,16.0,donor_type;indication_mix;procedure,3,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,True,full,True,full,False,full,False,partial,False,full,True,full,False,not,False,not,False,not,False,partial,False,not,False,full,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,na,False,not,False,na,False,partial,False,not,False,not,False,partial,False,not,False,partial,False,partial,False,False,1,2022,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Elsevier BV,Netherlands,hellemons me|netherlands,False,,OA,False,human,True,,na,False,retrospective_cohort,582.0,clinical_cohort,False,False,3,multivariable,cox_ph,7.0,age;gender;indication;type of transplantation;donor age;donor type;donor packyears,8.0,0.8683198897102083,45.5,2.0
35351385,pdf,descriptor,retrospective_cohort,retrospective_cohort,,False,172.0,,public_nonprofit,unclear,False,False,,na,unclear,,CLAD phenotype,HR,2.98,1.39-6.4,True,cox_ph,no,no,45.0,4.0,11.2,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,partial,False,full,False,full,False,partial,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,not,False,na,False,full,False,full,False,partial,False,partial,False,partial,False,not,False,partial,False,False,2,2022,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Elsevier BV,Canada,martinu t|canada,True,,Elsevier,False,human,True,,na,False,retrospective_cohort,172.0,clinical_cohort,False,False,1,none,none,,,5.0,0.5673637975958953,32.4,1.25
35372675,xml,secondary,prospective_cohort,prospective_cohort,,False,103.0,,mixed,unclear,False,False,,na,unclear,,dd-cfDNA fraction,other,,,True,logistic,no,unclear,26.0,2.0,13.0,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,False,not,False,full,False,partial,False,not,False,not,False,full,False,not,False,full,False,not,False,full,False,not,False,not,False,full,False,full,False,not,False,full,False,full,False,partial,False,partial,False,not,False,not,False,not,False,not,False,na,False,na,False,not,False,not,False,partial,False,partial,False,not,False,not,False,not,False,na,False,na,False,False,3,2022,post,Transplantation direct,Ovid Technologies (Wolters Kluwer Health),,keller bc|,False,,OA,False,human,True,,na,False,prospective_cohort,103.0,mechanistic_translational,False,False,0,multivariable,logistic,2.0,time since LT;dd-cfDNA fraction,31.0,3.252077727213426,85.6,7.75
35387211,pdf,primary,retrospective_cohort,retrospective_cohort,,False,36.0,2.9 years [IQR: 1.1–6.2],none_stated,unclear,False,False,Fundoplication after lung transplantation,prevent_clad,no,,Fundoplication after lung transplantation,other,,,True,km_logrank,no,no,6.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,partial,False,full,False,full,False,full,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,full,False,not,False,full,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,na,False,na,False,na,False,not,False,na,False,partial,False,not,False,not,False,not,False,not,False,not,False,partial,False,False,2,2021,post,Journal of scleroderma and related disorders,BMJ,United States,d'ovidio f|united states,False,,OA,False,human,True,Antireflux surgery,prevention,True,retrospective_cohort,36.0,clinical_cohort,True,False,0,univariable_only,km_logrank,,,6.0,0.6015953884378905,34.1,1.2
